reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
dbc3958c-1852-4db5-b2da-3c621b966641,Yogi 1201,https://play-lh.googleusercontent.com/a-/ALV-UjWEPQCFKYCqc8IgUVGuz0KbS3WFGd5IozJaO-Lt5sYDsRM,"Ketika mencoba aplikasi baru, saya kira tidak perlu login dulu, apakah tiktok melakukannya.. saya kira tidak perlu mengunci seseorang dengam login ketika ini adiktif",2,0,291.0.0.31.111,2023-07-18 23:11:37,,,291.0.0.31.111
bf6e9f9f-b754-4335-a8bc-3f9c79085fdc,Sekar Arum,https://play-lh.googleusercontent.com/a-/ALV-UjWVCqf4TyJUoTnXB-zha1Tzz-OTnPWMaJvgdjBZ-tWUzXs,"Sejauh ini app ringan & mudah digunakan, cuman untuk kolom search masih terbatas sehingga mohon diberikan logika tambahan berupa pencarian kata dari beberapa postingan threads sehingga dpt melakukan pencarian secara luas,, terimakasih",4,0,291.0.0.31.111,2023-07-18 14:29:17,,,291.0.0.31.111
6689ee55-4291-469e-8268-3958f4f1b577,Tam Roel,https://play-lh.googleusercontent.com/a-/ALV-UjWErZpbYZxuKoX6PbQnjx5UbdU5pa_V8uG3Qz_9ozPk8N-6,Saya menemukan bug Application. Ketika post vidio / foto ukuran besar sangat lemot. Muat berulang kali juga. Harus di compress dulu file nya,2,1,291.0.0.31.111,2023-07-16 20:34:08,,,291.0.0.31.111
15a6d489-9438-4dc4-9b42-cb8a27c6f592,Aghna Faqih,https://play-lh.googleusercontent.com/a-/ALV-UjV7MZxU7QyQo4CIIWe3ofXuFuUoJoIC-lLNT471iXi1tw,Bagus sih... Tapi kalau bisa tingkatkan lagi bisa untuk upload dari Instagram langsung bisa masuk ke Threads. Jadi tidak perlu upload dua kali ke Instagram dan Threads. Lebih simpel dan praktis. Seperti buat story dari Instagram ke FB,5,10,291.0.0.31.111,2023-07-16 00:33:50,,,291.0.0.31.111
37a040ec-97c2-4f79-85da-e196a74eb5f5,VERO,https://play-lh.googleusercontent.com/a-/ALV-UjVZUY-g160_26vukySlM3rxA7pBquweLZ0tr3ycxxYtRh8,"Ini masih banyak kekurangan, 1. Tidak ada terjemahan padahal yang mengunakan berbagai negara. 2. Tidak bisa mengirim pesan. Catatan: jangan pernah ada iklan di threads supaya tidak menjengkelkan. Cukup Instagram yang banyak iklan threads jangan. Thank you:)",2,2,289.0.0.77.109,2023-07-15 17:06:34,,,289.0.0.77.109
7d2b4652-46d6-4262-be3d-06bd2a9effb0,Niswatun very indah,https://play-lh.googleusercontent.com/a-/ALV-UjVAhpnWlZ1uhoBmMt7wciJJXHqJqZH2BTNJR7Qu4NxujA,"Gak ada tools buat terjemahan bahasa asing, gak bisa save postingan orang, mungkin bisa diperbaiki lagi. Tools penting dari instagram masukin kesini dong",3,1,291.0.0.31.111,2023-07-14 20:45:47,,,291.0.0.31.111
ef00501f-f236-48ba-9a7a-1bde4460d277,s. abdillah rouf,https://play-lh.googleusercontent.com/a-/ALV-UjWS-DfYb4ZuVTQgKMM72KLw6Fz6QjuFLfCILy5Yz1WdZUM,Saya kasih 4 dulu. Karna menurut saya kurang enak kalau berandanya isinya random sama orang yang ga kita follow. Jadi kalo bisa di pisah antara explore sama following,4,0,291.0.0.31.111,2023-07-14 13:27:08,,,291.0.0.31.111
db300784-6b11-46e0-ac3f-3fa28328934b,Alizar Official,https://play-lh.googleusercontent.com/a-/ALV-UjXO3G4FsAr80FuhtqyNezaewPsZRTJuNADpeO2zvCJRX-Y,Ini aplikasinya kenapa ya! padahal saya tidak ada follow orang tapi di notifikasi threads yang masuk ke saya kok saya bisa follow seseorang apakah memang seperti itukah? untuk loginnya juga menurut saya bisa di pisahkan saja kenapa harus di tautkan dgn aplikasi Instagram kenapa tidak di bikin login nya terpisah aja mungkin login nya bisa di buat menggunakan google atau kata sandi aja tersendiri? Jika mau menautkan aku Instagramnya mungkin bisa melalui pengaturan di aplikasi saja..,1,9,291.0.0.31.111,2023-07-14 00:11:25,,,291.0.0.31.111
64a982e3-f384-4c36-bdf1-45902417cc38,Diah Ummatul Ravika,https://play-lh.googleusercontent.com/a-/ALV-UjUvzxbny2ck5_DW48GpEZYeXdscPIkFqcOWDbtxvc7nGFc,"aplikasinya bagus, tapi akan lebih baik bisa diberikan fitur yang bisa ngeliat siapa yang gk follback kita, terus jangan terlalu dibatasi kegiatan kita seperti ngecek"" followers tiba"" eror gk bisa di cek lg hrus nunggu beberapa jam baru bisa baik lagi",4,2,291.0.0.31.111,2023-07-13 20:51:06,,,291.0.0.31.111
d526a3e4-7427-43e6-9931-fe59460830d6,theresia anik,https://play-lh.googleusercontent.com/a-/ALV-UjXkN454ZnlQ2lInKTiXMdmCQh6efhSDoKqAJhMm3shWpw,"Aku kasih bintang 3 dulu semoga bisa diperbaiki kedepannya, catatanku : belum ada fitur translate, beranda masih campur aduk padahal tidak memfollow, tidak ada tema untuk tampilan dark mode, fitur auto following dihilangkan saja, ada pilihan untuk hapus akun, tidak ada bookmark Semoga jadi perhatian terimakasih",3,97,291.0.0.31.111,2023-07-12 06:52:10,,,291.0.0.31.111
af208ca7-6d61-48f6-9bcc-652ada17b68a,Kuin Kuin,https://play-lh.googleusercontent.com/a/ACg8ocLLrqLF8ePEIWUebiiuDNOGsLieb6gx7gk_xhbkVB15=mo,"Yuhuu baru instal, baru coba, langsung nge bug. Mau bikin postingan dg menambahkan foto, eh langsung keluar aplikasi. D perbaiki lagi yaaaa",1,3,289.0.0.77.109,2023-07-11 18:40:38,,,289.0.0.77.109
f8f0473e-9dec-43f3-b413-bd5f4aacc4be,Dardiri Dardak,https://play-lh.googleusercontent.com/a-/ALV-UjWTpcZ2G_q8QjjMzw4XtjPjeTXSpPkUpdZ__gG2Y8WhmMpp,"pengalaman harii kedua setelah unduh threads, masih kurang handal untuk lampirkan foto atau vidio dengan file ukuran besar, belum dikompresi, jadinya gagal terunggah setelah beberapa kali mencoba, hapuslah akhirnya, karena cukup menganggu saat open threads berikutnya. Mungkin ini salah satu yang harus diperbaiki di aplikasi bin sofwarenya. sedangkan hal lainnya belum menemukan, jadi untuk saat awal cukuplah kasih 4 bintang",4,319,289.0.0.77.109,2023-07-11 09:45:43,,,289.0.0.77.109
7a617977-a169-4c00-82fa-f3f01a4fb576,Edd Ryan,https://play-lh.googleusercontent.com/a-/ALV-UjXAarh7uZNq-fFNOY_FgHwKVM8Q6GCTQ690TyM_iH3VWjc,"Saya masih belum menemukan apa yang khas dari Threads? Saya menyarankan agar ada fitur trending, namun bukan fitur trending biasa. Fitur trending yang bisa tingkat nasional dan tingkat provinsi agar pengguna Threads semakin aktif membahas peristiwa terkini tidak hanya di tingkat nasional tapi juga tingkat provinsi. Selain itu font dan warna font, saya pikir hitamnya terlalu tebal jadi terlalu strong ketika dilihat, pemilihan font nya juga kurang tepat krn terlalu kaku.",4,1,289.0.0.77.109,2023-07-11 07:49:27,,,289.0.0.77.109
b33c08d5-c7e1-4d59-9361-2295ab8b52e5,Afgha “Shadows 14” Tsa Nanda,https://play-lh.googleusercontent.com/a-/ALV-UjXatNqFwf4Rbv8JUd8AIMsv2urhv-Ekdv3dh5S9Avsb7x8,"Sejauh ini cukup bagus. Untuk algoritma feeds mungkin bisa dipertahankan seperti ini tapi dengan mengurangi postingan rekomendasi, lebih utamakan postingan dari akun yang kita follow saja. Untuk yang lainnya mungkin hadirkan juga fitur terjemahan.",3,8,289.0.0.77.109,2023-07-11 01:24:13,,,289.0.0.77.109
a997d267-8557-4993-9363-29a487787828,Khalid Alhamda V.R,https://play-lh.googleusercontent.com/a-/ALV-UjUdKPsiAmLyTj5ZfeJbcUe1GNuVs5PsiE6fV_JsBeWXDA,"Aplikasi baru rilis dan masih tahap pengembangan udah dibilang ""saya telah menemukan beberapa bug di aplikasi threads ini"" Ga semua aplikasi yang baru rilis udah beres semua tol. Pemograman ga semudah itung duit",5,0,289.0.0.77.109,2023-07-10 23:44:25,,,289.0.0.77.109
f76dfef9-08fd-4f7d-aa6c-236ddd348b60,FREELANCE PROJECT,https://play-lh.googleusercontent.com/a/ACg8ocLr8U4XPOUclsSimAEsxMnfsRwgG9iROaKYLS8UpOBP=mo,"Saya menemukan bug di aplikasi ini, tidak ada menu keranjang kuningnya. Perlu banyak perbaikan karena biasa aja aplikasinya ga ada inovasinya, klo bisa aplikasinya yang menghasilkan uang juga bukan cuma dosa, jadilah meta bukan mata mata.",1,7,289.0.0.77.109,2023-07-10 13:24:45,,,289.0.0.77.109
369ae151-17af-44bc-9f12-04d26eeac65f,FebrianDD,https://play-lh.googleusercontent.com/a-/ALV-UjW0WHj4enHCxWRth-Q0nhg-kobLeZ_8NzhMQCzbHmxmh_o,"Aplikasi baru liris, masih ada banyak bug dan kendala server seperti buffering homepage yang terlalu lama padahal sudah clear data cache dan jaringan stabil, saat mau searching hanya muncul tampilan akun saja tidak ada postingan apapun selain akun orang, memang aplikasi ini mirip Twitter tapi fiturnya masih kurang drastis sebenarnya tidak masalah asalkan tidak ada batasan atau close server.",4,28,289.0.0.77.109,2023-07-09 21:00:58,,,289.0.0.77.109
202e9fd4-af73-4add-8308-d1148f998cbb,Jesenta Gunawan,https://play-lh.googleusercontent.com/a-/ALV-UjVLcwLDtS4z-jXgzymeB3vf1Cz4zHGVuZHL1L6BbrojHQ,"Saya cuma mengkritik 1 hal, yaitu tolong diperbaiki lagi aplikasi ini, terutama bagian ""simpan"".. minimal bisa simpan foto postingan lah🙏🏼🙏🏼🙏🏼",1,4,289.0.0.77.109,2023-07-09 19:24:42,,,289.0.0.77.109
ed7dd736-a0f5-4465-b14a-0600a429a963,Agus Sofiyan,https://play-lh.googleusercontent.com/a/ACg8ocL6AWR1dTnw4ZzrNI4j6dqs5FUQcKXqtxxzQb5aflPQ=mo,"Tolong di perbaiki pas share status di feed instagram, tiba-tiba post feed instagram saya salah satu hilang, perbaikan lagi fiturnya biar lebih pro ada kirim pesan, notif pertemanan follback nya dan live siaran, terimakasih",4,1,289.0.0.77.109,2023-07-09 18:37:34,,,289.0.0.77.109
8a5f02d8-9829-4086-8ef7-32c57c4f03ec,Renatta Matindas,https://play-lh.googleusercontent.com/a-/ALV-UjUx4z8xYUhohMqpDTcfcgv4qLSxfF_Hy0X4cGxVCHWQzos,"Satu masukan, kayaknya butuh segera dibuat fitur beranda khusus yang kita ikuti aja deh semacam ig. Biar lebih nyaman scrolling karena yang sekarang ini rancu banget random orang-orangnya, random yang serandom itu jadi bikin agak males...",3,1,289.0.0.77.109,2023-07-09 16:03:23,,,289.0.0.77.109
66ed9014-3094-4626-aa28-d4dddc051f22,Martina M,https://play-lh.googleusercontent.com/a-/ALV-UjV6wrTf7-XZr6pCrh5Qx_m37NqAM3hLerssA5wIAolknA,"Bagus. Cuma sepertinya postingan yg sudah dipost tdk bisa edit yaa? Jd harus hapus postingan kita dulu baru upload lagi (iya gk si? Atau aku yg masih kagok sm aplikasi ini *wkwk) Juga butuh translate utk postingan yg menggunakan bahasa mereka. Biar orang asing bisa paham apa yang ditulis (gk nemu jg yg 1 ini, atau mungkin belum kenal betul fitur²nya 😁)",5,2,289.0.0.77.109,2023-07-09 13:36:50,,,289.0.0.77.109
ffce4463-98b5-45f6-8d80-982666855edd,Aldi Aldisns,https://play-lh.googleusercontent.com/a/ACg8ocLI04qd29IiHh7a7s5ylgaAw7kzw9o9SjeGgesWvxKm=mo,"Aplikasi nya udh bagus tapi ada beberapa fitur yang ditambahkan, seperti fitur untuk save foto, futur translate, dan fitur agar dapat membuat lebih dari satu akun. Menurut saya fitur ini harus ada, jika nanti sudah ada fitur-fitur tersebut baru nanti dikasih bintang lima",4,16,289.0.0.77.109,2023-07-09 11:00:08,,,289.0.0.77.109
974ece7d-556f-4c08-b20d-f95a861bb477,Ristella Cinere,https://play-lh.googleusercontent.com/a/ACg8ocIouv4bV6DifiG-lC-b1BDBZlrvKhB-9-sP7Mnuw9nB=mo,"Nggak terlalu mirip sama si burung. Aku butuh fitur semacam translate, tagar, pokoknya yang persis si burung. Selain itu kayanya udah oke. Oh iya, tolong tambahin fitur edit dong pas nge threads. Biar kalau ada typo or something bisa diperbaiki. Mungkin kalau terlalu mirip bakal di cap plagiarisme ya? Idk but aku bener bener butuh fitur yang kusebutin diatas. Resolusi pas ngunggah foto juga tolong diperbaiki. Tq",3,2,289.0.0.77.109,2023-07-09 10:02:41,,,289.0.0.77.109
701fec70-3921-4969-bc4a-c434e58cfcb2,Mamah Damayanti,https://play-lh.googleusercontent.com/a/ACg8ocJEMmd44Livf1CR7sd3hgmC3zrUwCdzsVUjn1LgWM1gKg=mo,"Lumayan bagus, mohon ditambahkan fitur: 1. Notifikasi followers tidak digabung 2. Bisa lihat following yang tidak followback 3. Schedule posting 4. Jumlah likes di profil seperti aplikasi TT 5. Search keyword untuk posting / trending",3,0,289.0.0.77.109,2023-07-09 08:54:33,,,289.0.0.77.109
8cd633d9-a472-4880-afea-82156ebcd062,Alif SyahPutra,https://play-lh.googleusercontent.com/a/ACg8ocISSvzkgwWR4rvOXYn8Ybv4wc_7U1vxn3sqb9MUkzbn=mo,"aneh, padahal dah keinstal tapi tidak muncul di halaman layar, saya yakin ini bug aplikasinya, karena saat saya mencoba mengunduh aplikasi lain baik² saja tapi saat threads di instal tidak mau muncul di halaman layar. Bahkan saat dicoba untuk dibuka dari playstore pun tetap tidak bisa, tapi setelah saya hapus dan unduh lagi selama 3x baru bisa. Hadehh buang buang kuota internet",1,11,289.0.0.77.109,2023-07-09 07:59:29,,,289.0.0.77.109
a99919dd-adee-4735-b6ff-4c62f50542b8,Ayu Syafitri,https://play-lh.googleusercontent.com/a-/ALV-UjXy1jEqP8-HNDMPabK-Jjh_ltw03q8CKLVKbEtp7XWheA,"Aplikasinya baguss, saya nyaman pakainya. Saya predikis aplikasi ini bakal jadi app yang rame sih kedepannya. Cuman minta ditambahin fitur-fiturnya dong. 1. EDIT THREAD (soalnya kalau ada salah di konten yg udah kita upload, itu harus hapus lagi dan ketik ulang. Repot; 2. PENGAPLIKASIAN TAGAR (Biar pengguna lebih mudah menjangkau konten kesukaan mereka, jadi pas di pencarian, jangan cuman akun-akun penggunanya aja yang muncul, tapi juga sama konten yg tagarnya terkait dengan yang kita cari)",4,9,289.0.0.77.109,2023-07-09 06:29:26,,,289.0.0.77.109
baf855df-2e26-4fa1-830d-3f08a2fbccbc,Muhammad Nur Alim,https://play-lh.googleusercontent.com/a-/ALV-UjXgCI_9OYRDKM59DglXA5nrg6K48X9YOrt-TPqaOV6sob0,"Ketika di scroll semua content terulang seperti ketika anda berhasil memenangkan permainan solitaire pada windows xp mungkin mark ingin membuat efek motion blur atau apa saya tidak tahu, bug ini hilang jika saya membuka recent app saya dan menutupnya kembali namun bug ini akan tetap ada ketika saya menscroll halaman",2,21,289.0.0.77.109,2023-07-09 00:39:26,,,289.0.0.77.109
a7393f0e-9a80-47af-82c1-de0aa7a48092,Gibran Khayru Rachman,https://play-lh.googleusercontent.com/a-/ALV-UjX6wXz8lPSG8msaFY9Ti_GaBl7oZPm3Cpc3-LXRbXgL8GU,"kecewa karena ada bug , saat saya mengscroll kebawah dan keatas, tampilan beranda,tulisan, teks teks, poto, dll... seperti tampilan error, jadi saat di scroll teks/poto nya seperti tidak mau bergerak",3,6,289.0.0.77.109,2023-07-09 00:01:08,,,289.0.0.77.109
88002395-50f0-4317-8ee2-c8ebe8dc12ae,Rinipuha Handayani,https://play-lh.googleusercontent.com/a/ACg8ocJ4qZZUDByGJuoe_IHB7VtuAGO5h7IRuek4w5JxS2CR=mo,"Cukup baiksi menurutku, tp seharusnya no yang bisa ditampilkan di bio ig kalau sudah dihapus bisa dipasang kembali, jangan hanya sekali, tp maklum la ya baru awal, semoga bisa diperbaiki",4,2,289.0.0.77.109,2023-07-08 21:40:30,,,289.0.0.77.109
9e715004-f297-4356-8a40-9f59a0f0f5be,VleezyGaming23,https://play-lh.googleusercontent.com/a-/ALV-UjW7tsBTJtRNB96TrQ6ytHgNbDbEcrw_8eZHv-RGnFm9-Vs,"Sedikit saran beberapa fitur buat aplikasi ini.. mungkin bisa di optimalkan fitur zoom foto. Soalnya kadang susah klo mau liat foto gabisa di zoom.. terus mungkin tambahin Hastag (#) juga. Biar orang klo mau nulis caption tertentu bisa dijangkau lebih luas. Terus... Klo emang mau disamakan dengan Twitter, ada 2 tab beranda. Seperti Following dan For You. Oh! Sama satu lagi.. Tambahin opsi media berupa Galeri bawaan di bagian post tweet. Jadi supaya orang gampang milih foto di dalam galeri .",4,790,289.0.0.77.109,2023-07-08 19:45:54,,,289.0.0.77.109
881098be-469c-43ac-bcf3-8357ad5864a1,Yaqut Arsidinata,https://play-lh.googleusercontent.com/a-/ALV-UjUFvoikoNWg4AOB1UHFs-c7Lh6fp3STQt6Zvxr3N1VGWw,"Aplikasi nya sangat bagus termasuk fitur² nya, tpi saya kasih segini dlu soalnya kualitas upload foto/video nya masih kurang bagus tidak seperti Instagram",4,0,289.0.0.77.109,2023-07-08 18:50:47,,,289.0.0.77.109
9eb14edf-ba81-474d-ba2e-1c2371063782,Fauhad Nadhir,https://play-lh.googleusercontent.com/a-/ALV-UjVYOvbQhxG-eZ4poW8NAbsb6a0zwThm5JnFVveR64WYEy8,"Aplikasi berjalan dengan baik dan lancar, hanya ada beberapa bug kecil. Harapan untuk kedepannya bisa ditambahkan fitur penerjemah bahasa🙏🏻",5,2,289.0.0.77.109,2023-07-08 16:33:52,,,289.0.0.77.109
240a0450-b8d1-4cac-b393-ea50db52b838,Muhammad Aldi Mauladi,https://play-lh.googleusercontent.com/a/ACg8ocJmYaH3I8DID8rgJLNB9FavTDZ0_-2GC4SF63fsdCMp=mo,"tolong adain fitur baru yang menarik contohnya kaya bisa dengerin lagu bareng - bareng sama tmn, terus adain ""follow back"" biar ga capek ngecek satu2 !! fitur voice note sabi sih tp dibatasin waktuny. terakhir fitur DM . thank you !!",4,2,289.0.0.77.109,2023-07-08 16:31:02,,,289.0.0.77.109
9919915b-7e7a-4ba6-b9c7-791fb10d3415,Sanny Aprilia,https://play-lh.googleusercontent.com/a-/ALV-UjV-0QeCmYT2yUbrPVXbdNIuu0pK2sFRwhc7gkv6s3bcGg,"Fiturnya tambahin, tampilannya ditambah biar makin menarik dan bervariasi. Terutama latar belakangnya jangan putih polos, kasih warna warni. Jadi ga bosenin... 🙏",5,5,289.0.0.77.109,2023-07-08 16:23:37,,,289.0.0.77.109
f2594a7a-7900-4c1c-bdfd-86c916586182,Andrian Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjVn0AZyGnEmIZxDEvERvMi7yT9xRf9nkKFdPz46B7rRo88,1. Banyak terjadi bug salah satunya ketika kita menggunakan tema pada chat di Instagram dan kita menginstall thread tema di chat Instagram tersebut tiba² menjadi default dari sisi pengguna di ubah pun tetap akan default sehingga cuman pengguna lain yang bisa lihat chat tema tersebut 2. Algoritmanya masih tidak jelas arahnya kemana saya tidak pernah ikutin artis tiba² isi thread artis centang biru semua. 3. Tidak ada fitur send chat 4. Jika modelnya cuman mau nampil thread sebaiknya jadi satu,2,0,289.0.0.77.109,2023-07-08 14:50:00,,,289.0.0.77.109
6c1b497e-b546-42f1-95ee-7aacc33f12d5,Salma Salsabila,https://play-lh.googleusercontent.com/a-/ALV-UjUgLC8tFbzOTa6lJCDsQNnueCkdtoa82YZ1pMYosjU3kg,"Masih baru jadi masih gimana gitu, saran aja tambahin fitur pencarian kata, translate dan sebagainya supaya lebih enak pakainya, timeline juga tolong jangan random random bgt, sesuaikan sama topik yang kita suka dan ikutin",4,3,289.0.0.77.109,2023-07-08 10:18:39,,,289.0.0.77.109
9d1b3e1b-2928-4b44-bda8-702b62e92c73,suhendra wahyuri,https://play-lh.googleusercontent.com/a-/ALV-UjUeFhBpL2cjZBXJhLP1f0mQGqyLbvJ4fksF1IBmkt7QDDA,"Bagus untuk saat ini saya kasih bintang 4, karna belom ada fitur tagar terheboh, terbaru, terviral agar balance tidak ada topik terhangat yang terlewati dan mengikuti trending harian bisa saya naikan bintangnya 👍🏻",4,0,289.0.0.77.109,2023-07-08 10:05:48,,,289.0.0.77.109
8aa68f8d-b7cb-40e2-a652-4ad01c1d1a89,M. Sultan Alamsyah Nabil Akbar,https://play-lh.googleusercontent.com/a-/ALV-UjWnSu63bihLO2GEWTdvjAp3JXvD2jqcuKFZdIftH05ulYM,"Tolong diperbaiki bugnya,, masak setiap buka beranda dan status orang kok tiba-tiba suka keluar,, sekalian tolong tambah kan fitur terbaru dari fitur DM, Hastag, Trending Penerjemah dan Voice Note di setiap utas dan kolom komentar.",2,3,289.0.0.77.109,2023-07-08 10:01:05,,,289.0.0.77.109
f0f3e669-5ccb-49bd-9657-9cbe8f8743d1,Adriane Xanthe,https://play-lh.googleusercontent.com/a/ACg8ocLVcWCaVM0HcyUDvbU8D8yhNend0GC-11maIlAQHb0=mo,"Baguuss, tapi izin memberi masukan. Biskah di tambahkan fitur simpan postingan? Seperti koleksi atau apapun untuk menandai postingan yang kita sukai. Terimakasih sebelumnya. Saya suka dan puass hehe",5,2,289.0.0.77.109,2023-07-08 08:00:33,,,289.0.0.77.109
274cdad2-b9b4-4c88-b36b-e383e771c385,Alka Eyan,https://play-lh.googleusercontent.com/a-/ALV-UjUaJq8geHwj6alCJ6DsTzT-9J1oTGC5Xt6cgGYRLSKnmw,"Sejauh ini tidak ada masalah tapi ya masih kurang karena tidak ada nya fitur terjemahan, dimohon untuk kedepannya fitur terjemahan di adakan agar tidak perlu pergi ke translate untuk menerjemahkan bahasa asing.",4,0,289.0.0.77.109,2023-07-08 07:35:32,,,289.0.0.77.109
8b947a45-9399-4db3-bce1-191ca184ccd0,J,https://play-lh.googleusercontent.com/a-/ALV-UjWqu2EI1tEga6zKfeoL6RM2C2GfxpmGopPPBFDmsfqcYw,"Newsfeed terlalu berantakan, postingan yang muncul tidak tertata semua akun centang biru yang tidak jelas dan tidak relevan dengan minat saya. Orang saya follow malah jarang terlihat postingannya. Menu juga sangat terbatas seperti edit profil semua harus di edit di akun Meta atau akun Instagram",1,11,289.0.0.77.109,2023-07-08 06:27:58,,,289.0.0.77.109
8ae59f7f-641f-4f5c-8f2e-029e2853c3f7,Imam Jamaludin,https://play-lh.googleusercontent.com/a/ACg8ocIiLJJ8kud5v176-iESUeB7Rn3hHeWPbsXfG27LgA-F=mo,"upload gambar, 'thumbnail' nya buram semua hanya abu-abu.... saat refresh di tombol 'home' rekomendasi threads kebanyakan bahasanya bule... tambah susah lagi gak ada fitur terjemahan.",1,4,289.0.0.77.109,2023-07-08 06:03:03,,,289.0.0.77.109
